code,product_name,nutri-score-cat,sugars_cat,fat_cat
71632261022,ice cream,D,Très sucré,peu gras
71632261077,ice cream,D,Très sucré,peu gras
71632261770,"old fashioned ""hand dippin kind"", ice cream, superman",D,Très sucré,peu gras
71899037200,"blue bell, ice cream, strawberry",D,Très sucré,peu gras
71899051015,"blue bell, ice cream, strawberries & homemade vanilla",D,Très sucré,peu gras
71899321019,"blue bell, no sugar added lowfat ice cream, country vanilla",A,peu sucré,peu gras
71899435556,"blue bell, no sugar added lowfat ice cream, country vanilla",A,peu sucré,peu gras
71899735014,"blue bell, light ice cream, homemade vanilla",C,Très sucré,peu gras
71899835486,"blue bell, ice cream, buttered pecan",D,Très sucré,Très gras
72036020659,ice cream,D,Très sucré,Très gras
72036020673,"ice cream, fudge ripple",C,Très sucré,peu gras
72036430304,"premium ice cream, chocolate",D,Très sucré,Très gras
72036430342,premium ice cream,D,Très sucré,Très gras
72036440570,"ice cream sandwiches, low fat",C,Très sucré,peu gras
72036470515,"premium ice cream, chocolate peanut butter",C,Très sucré,Très gras
72036709288,ice cream,D,Très sucré,Très gras
72036709295,ice cream,D,Très sucré,Très gras
72036709301,vanilla fudge swirl ice cream,D,Très sucré,Très gras
72036709318,ice cream,D,Très sucré,Très gras
72036710475,ice cream,D,Très sucré,Très gras
72036710482,ice cream,D,Très sucré,Très gras
72036711519,"churned reduced fat ice cream, smooth & creamy",C,Très sucré,peu gras
72036711540,churned ice cream,C,Très sucré,peu gras
72036711557,smooth & creamy churned reduced fat ice cream,C,peu sucré,Très gras
72036711816,ice cream,C,Très sucré,peu gras
72036715210,ice cream topping,C,Très sucré,Sans gras
72036950192,ice cream cake,D,Très sucré,Très gras
72036950345,ice cream cake,D,Très sucré,Très gras
72036950475,"ice cream cake, chocolate brownie",D,Très sucré,Très gras
72036950482,ice cream cake with broken cookie pieces,D,Très sucré,Très gras
72036958204,"ice cream cake, chocolate & vanilla swirl",D,Très sucré,Très gras
72036981097,ice cream,D,Très sucré,Très gras
72036981103,ice cream,C,Très sucré,Très gras
72036981691,"churned, reduced fat ice cream, vanilla",C,Très sucré,peu gras
72036981721,reduced fat ice cream,D,Très sucré,peu gras
72036981745,"smooth & creamy churned reduced fat ice cream, french vanilla",C,Très sucré,peu gras
72036981783,"churned reduced fat ice cream, butter pecan",C,Très sucré,peu gras
72058613426,ice cream mix,D,Très sucré,peu gras
72058613433,ice cream mix,E,Très sucré,peu gras
72060082760,premium ice cream,D,Très sucré,Très gras
72060082777,premium ice cream,D,Très sucré,Très gras
72060087215,"hiland, ice cream, caramel coffee",D,Très sucré,Très gras
72060087222,ice cream,D,Très sucré,Très gras
72060087239,ice cream,D,Très sucré,Très gras
72092012483,"joy, ice cream cups",C,Sans sucré,Sans gras
72092024240,"joy, ice cream cups",C,Sans sucré,Sans gras
72092124124,ice cream cups,C,Sans sucré,Sans gras
72092334127,"joy, ice cream cups",C,Sans sucré,Sans gras
72092912127,"joy, chocolatey dipped ice cream cups",E,Très sucré,Très gras
72180511119,warm spiced butter pecan ice cream,D,Très sucré,Très gras
72180511126,"jack nicklaus, ice cream, chocolate peanut butter swirl",D,Très sucré,Très gras
72180511157,"jack nicklaus, ice cream, triple chocolate",D,Très sucré,Très gras
72180511188,"jack nicklaus, ice cream, homemade vanilla",D,Très sucré,Très gras
72180511782,"jack nicklaus, ice cream, mango crisp",D,Très sucré,peu gras
72180511799,ice cream,D,Très sucré,peu gras
72180511805,"jack nicklaus, ice cream, vanilla",D,Très sucré,Très gras
72180511812,"jack nicklaus, ice cream, chocolate chip cookie dough",D,Très sucré,Très gras
72180511829,"jack nicklaus, ice cream, mint & chip",D,Très sucré,Très gras
72180511836,"jack nicklaus, ice cream, black cherry",D,Très sucré,peu gras
72244138900,"west bend, gourmet ice cream maker mix, chocolate",D,Très sucré,Sans gras
72609031761,"glutenfreeda, gluten free organic ice cream cookies, cherry cheesecake",D,Très sucré,Très gras
72609031778,"organic ice cream ginger sandwich cookies, carrot-cake",D,Très sucré,Très gras
72609033130,"alden's, organic light ice cream, vanilla",C,Très sucré,peu gras
72609033147,"alden's lightice cream, light ice cream, milk chocolate",C,Très sucré,peu gras
72609033154,"alden's, light ice cream & sherbet, orange creme swirl",C,Très sucré,peu gras
72609033178,"alden's, sherbet ice cream, tropical punch",C,Très sucré,peu gras
72609033185,"alden's, ice cream, birthday cake",D,Très sucré,Très gras
72609035806,ice cream,D,Très sucré,Très gras
72609038326,"alden's, ice cream, salted caramel",D,Très sucré,Très gras
72609042798,"alden's, organic ice cream, pink peppermint",D,Très sucré,Très gras
72609043474,ice cream bars,D,Très sucré,Très gras
72609043528,"alden's, organic premium ice cream, coffee chip",D,Très sucré,Très gras
72609736000,organic ice cream,D,Très sucré,Très gras
72609736024,organic chocolate ice cream,D,Très sucré,Très gras
72609736062,"organic ice cream, blackberry",D,Très sucré,Très gras
72609736086,"organic ice cream, caramel",D,Très sucré,Très gras
72609736505,"organic ice cream, vanilla",D,Très sucré,Très gras
72609736512,"organic ice cream, chocolate",D,Très sucré,Très gras
72609737120,"organic ice cream, mint chip",D,Très sucré,Très gras
72609737137,"organic ice cream, toasty almond coconut chip",D,Très sucré,Très gras
72609740106,organic vanilla ice cream bars,D,Très sucré,Très gras
72609740113,organic ice cream,D,Très sucré,Très gras
72609740229,"julie's organic, organic ice cream sandwiches, vanilla",D,Très sucré,Très gras
72609741004,ice cream bars,D,Très sucré,Très gras
72609741110,"organic chocolate ice cream bar, chocolate",D,Très sucré,Très gras
72609741202,"glutenfreeda, sandwich cookies ice cream, vanilla",D,Très sucré,Très gras
72609741219,ice cream sandwiches,D,Très sucré,Très gras
72609741226,organic vanilla ice cream sandwich,D,Très sucré,Très gras
72609741233,"ice cream, organic fudge bars",C,Très sucré,peu gras
72609741257,organic chocolate ice cream sandwiches,D,Très sucré,Très gras
72609741806,"alden's, organic ice cream, blackberry",D,Très sucré,Très gras
72609741813,organic ice cream,D,Très sucré,Très gras
72609741820,organic ice cream,D,Très sucré,Très gras
72609741837,"alden's, ice cream, mint chip",D,Très sucré,Très gras
72609741844,"alden's, organic ice cream, strawberry",D,Très sucré,Très gras
72609741851,organic ice cream,D,Très sucré,Très gras
72609741929,"alden's, organic ice cream, butter brittle",D,Très sucré,Très gras
72609741943,"alden's ice cream, ice cream, peaches'n cream",D,Très sucré,Très gras
72730606456,ice cream squares,D,Très sucré,Très gras
72730620254,"pumpkin spice, ice cream sandwiches",D,Très sucré,peu gras
72730620742,"north star, ice cream sandwiches, chocolate",E,Très sucré,Très gras
72730620759,"moon pie, marshmallow ice cream sandwiches, banana",E,Très sucré,Très gras
72730620858,premium ice cream bars,D,Très sucré,Très gras
72730620889,chocolate dipped ice cream bars,C,Très sucré,Très gras
72730620896,ice cream bars,C,Très sucré,Très gras
72730620902,chocolate dipped ice cream bars,C,Très sucré,Très gras
72730620926,ice cream sandwiches,D,Très sucré,peu gras
72730620940,premium ice cream bars,D,Très sucré,Très gras
72730713307,ice cream,D,Très sucré,Très gras
72730713352,ice cream,D,Très sucré,Très gras
72730713550,ice cream,D,Très sucré,Très gras
72730713567,ice cream,D,Très sucré,peu gras
72730713604,ice cream,D,Très sucré,Très gras
72730713758,ice cream,D,Très sucré,Très gras
72730713802,ice cream,D,Très sucré,Très gras
72830020015,"ice cream bars, old fashioned vanilla",D,Très sucré,Très gras
72830020022,"lemonilla, ice cream bars, dipped in white chocolate",D,Très sucré,Très gras
72830020046,"tillabars, ice cream bars, mooocha latte",D,Très sucré,Très gras
72830020084,"tillamookies, ice creams sandwiches, oregon strawberry",D,Très sucré,Très gras
72830020107,"tillabars, ice cream bars, coconut punch",D,Très sucré,Très gras
72830021203,"tillamookies, ice cream sandwiches, really creamy, mint chocolate chip",D,Très sucré,Très gras
72830070010,"creamy ice cream, banana spilt",D,Très sucré,Très gras
72830070027,"real creamy ice cream, mountain huckleberry",D,Très sucré,Très gras
72830070034,"really creamy ice cream, caramel butter pecan",D,Très sucré,Très gras
72830070041,"ice cream, chocolate",D,Très sucré,Très gras
72830070058,"really creamy ice cream, mint chocolate chip",D,Très sucré,Très gras
72830070072,"rich freanch vanilla ice cream, cookies & cream",D,Très sucré,Très gras
72830070089,"really creamy ice cream, caramel toffee crunch",D,Très sucré,Très gras
72830070102,"ice cream, coffee, almond fudge",D,Très sucré,Très gras
72830070126,"extra rich and creamy, silky french custard ice cream, french vanilla",D,Très sucré,Très gras
72830070140,"really creamy ice cream, vanilla",D,Très sucré,Très gras
72830070157,"ice cream, oregon strawberry",D,Très sucré,Très gras
72830070164,"ice cream, chocolaty chip cookie dough",D,Très sucré,Très gras
72830070171,"really creamy ice cream, vanilla chocolate chip",D,Très sucré,Très gras
72830070188,"really creamy ice cream, grandma's cake batter",D,Très sucré,Très gras
72830070195,"smooth white chocolate ice cream, raspberry yum",D,Très sucré,Très gras
72830070201,"really creamy ice cream, fireside s'mores",D,Très sucré,Très gras
72830070218,"ice cream, vanilla bean",D,Très sucré,Très gras
72830070225,"really creamy ice cream, rocky road",D,Très sucré,Très gras
72830070249,"really creamy ice cream, chocolate, peanut butter",D,peu sucré,Très gras
72830070263,"ice cream, wild mountain blackberry",D,Très sucré,Très gras
72830070270,"ice cream, oregon hazelnut & salted caramel",D,Très sucré,Très gras
72830070294,"ice cream, oregon blueberry patch",D,Très sucré,Très gras
72830070362,marionberry pie ice cream,D,Très sucré,Très gras
72830070379,"really creamy ice cream, tillamook mudslide",D,Très sucré,Très gras
72830070454,"ice cream, udderly chocolate",D,Très sucré,Très gras
72830070652,"creamy ice cream, cinnamon horchata",D,Très sucré,Très gras
72830070669,"ice cream, salted butterscotch",D,Très sucré,Très gras
72830070676,"ice cream, malted moo shake",D,Très sucré,Très gras
72830070850,"ice cream, oregon black cherry",D,Très sucré,Très gras
72830070874,"really creamy ice cream, espresso mocha",D,Très sucré,Très gras
72830075084,"ice cream, stumptown cold brew coffee",D,Très sucré,Très gras
72830075091,"extra creamy ice cream, double peanut butter",D,Très sucré,Très gras
72830075107,"extra creamy ice cream, dark chocolate mint",D,Très sucré,Très gras
72830075114,"ice cream, speculoos cookie caramel",E,Très sucré,Très gras
72830200066,"tillamookies, really creamy ice cream sandwiches, vanilla bean",D,Très sucré,Très gras
73245000050,dilly ice cream bar,D,Très sucré,Très gras
73296000429,"ice cream, butter pecan",D,Très sucré,Très gras
73296000443,"ice cream, neapolitan, vanilla strawberry chocolate",D,Très sucré,Très gras
73296000450,"ice cream, cherry vanilla",D,Très sucré,Très gras
73296000467,cookies 'n cream ice cream,D,Très sucré,Très gras
73296000481,"all natural ice cream, vanilla bean",D,Très sucré,Très gras
73296000498,"premium all natural ice cream, vanilla chocolate",D,Très sucré,Très gras
73296003840,"all natural ice cream, rocky road",C,Très sucré,Très gras
73296006032,"ice cream, mint chocolate chip",D,Très sucré,Très gras
73296006049,"ice cream, french vanilla",D,Très sucré,Très gras
73296008661,"ice cream, rum raisin",D,Très sucré,Très gras
73296039528,"ice cream bars, vanilla, dark chocolate",D,Très sucré,Très gras
73296039535,"ice cream sandwiches, vanilla",C,Très sucré,peu gras
73296039542,"ice cream cups, vanilla & chocolate",D,Très sucré,Très gras
73296684247,"mini sandwiches ice cream, vanilla",D,Très sucré,Très gras
73296685305,"ice cream, cookies & cream",D,Très sucré,Très gras
73296685312,"ice cream, fudge swirl",D,Très sucré,peu gras
73296685336,"ice cream, strawberry swirl",D,Très sucré,peu gras
73296685343,"ice cream, vanilla",D,Très sucré,Très gras
73321033668,ice cream,C,Très sucré,peu gras
73866201409,"gelato ice cream, sea salt caramel",D,Très sucré,peu gras
74013515110,ice cream shoppe taffy,D,Très sucré,peu gras
74175005658,old fashioned ice cream,D,Très sucré,Très gras
74175005665,ice cream,D,Très sucré,Très gras
74534830006,"budget saver, monster fudge ice cream bars",C,Très sucré,peu gras
75209824658,"mcconnell's, fine ice cream, mint chip",D,Très sucré,Très gras
75209824702,fine ice cream,C,Très sucré,Très gras
75209824740,"mcconnell's, fine ice creams, churros con leche",D,Très sucré,Très gras
75209824757,"mcconnell's, fine ice creams, toasted coconut almond chip",D,Très sucré,Très gras
75209824795,"mcconnell's, fine ice cream, chocolate covered strawberries",D,Très sucré,Très gras
75209824931,"mcconnell's, fine ice cream, turkish coffee",D,Très sucré,Très gras
75209827253,fine ice cream,C,Très sucré,Très gras
75209827376,fine ice creams,D,Très sucré,Très gras
75243201101,classic ice cream,D,Très sucré,Très gras
75243201743,select ice cream,D,Très sucré,Très gras
75243201781,"mayfield, ice cream, dutch chocolate",C,Très sucré,peu gras
75243201798,"mayfield, ice cream, nuts about crunch",D,Très sucré,Très gras
75243204201,ice cream sandwiches,D,Très sucré,Très gras
75243204867,ice cream,D,Très sucré,Très gras
75243206410,ice cream,D,Très sucré,peu gras
75243206427,indulgence ice cream,D,Très sucré,peu gras
75295000943,"carolina churned ice cream, caroline's coffee & caramel",C,Très sucré,peu gras
75295000950,"carolina churned ice cream, mighty miss mud pie",C,Très sucré,peu gras
75450072709,coffee ice cream,D,Très sucré,Très gras
75450076738,strawberry vanilla ice cream sandwiches,A,peu sucré,peu gras
75450102956,brownie batter ice cream,D,Très sucré,Très gras
75450102963,ice cream,D,Très sucré,Très gras
75450107173,ice cream sandwiches,D,Très sucré,peu gras
75450151831,"ice cream topping, cookies & cream",E,Très sucré,Très gras
75450151848,"praline pecan pieces, ice cream toppings",E,Très sucré,Très gras
75450151855,"ice cream topping, sweet & salty nut",D,peu sucré,Très gras
75450151862,milk chocolate mini gems ice cream topping,E,Très sucré,Très gras
75450172805,ice cream,D,Très sucré,Très gras
75450172812,ice cream,D,Très sucré,Très gras
75450172829,ice cream,D,Très sucré,Très gras
75450172836,ice cream,C,Très sucré,peu gras
75450172843,ice cream,C,Très sucré,peu gras
75450175004,premium ice cream,D,Très sucré,Très gras
75450175011,premium ice cream,D,Très sucré,Très gras
75450175028,premium ice cream,D,Très sucré,Très gras
75450175042,premium ice cream,D,Très sucré,Très gras
75450175059,premium ice cream,D,Très sucré,Très gras
75450175066,premium ice cream,D,Très sucré,Très gras
75450175073,premium ice cream,D,Très sucré,Très gras
75450175080,premium ice cream,D,Très sucré,peu gras
75450175097,premium ice cream,D,Très sucré,Très gras
75450175103,premium ice cream,D,Très sucré,Très gras
75450175110,premium ice cream,D,Très sucré,Très gras
75450175127,premium ice cream,D,Très sucré,peu gras
75450175134,premium ice cream,D,Très sucré,peu gras
75450175141,"it's your churn, light ice cream",C,Très sucré,peu gras
75450175158,"it's your churn, premium ice cream, vanilla",D,Très sucré,Très gras
75450175165,"it's your churn, premium ice cream, strawberries & cream",D,Très sucré,peu gras
75450175172,moose tracks premium ice cream,D,Très sucré,Très gras
75450175189,"it's your churn, cake & ice cream",D,Très sucré,Très gras
75450175196,premium ice cream,D,Très sucré,Très gras
75450175202,premium ice cream,D,Très sucré,Très gras
75450222364,cookies & cream ice cream with fudge and whipped cream,D,Très sucré,Très gras
75450222371,"til the cows come home, mint ice cream, fudge revel and chocolate cookies",D,Très sucré,Très gras
75450222401,cheesecake ice cream,D,Très sucré,Très gras
75450222418,"til the cows come home, bean there done that, vanilla bean ice cream",D,Très sucré,Très gras
75450222425,ice cream,E,Très sucré,Très gras
75450222432,graham cracker ice cream,D,Très sucré,Très gras
75450222449,ice cream,D,Très sucré,Très gras
75450222463,"til the cows come home, dough-mo arigato, mr.roboto ice cream, chocolate chips and cookie dough revel",D,Très sucré,Très gras
75450230819,ice cream candy bar,D,Très sucré,Très gras
75455844004,ice cream shortcake,D,Très sucré,Très gras
75455864002,"rich's ice cream, bubble gum bar",C,Très sucré,Sans gras
75767320135,one buffalo premium ice cream,D,Très sucré,Très gras
75767320142,"perry's ice cream, premium ice cream, chocolate hazelnut",D,Très sucré,Très gras
75767320159,premium ice cream,D,Très sucré,Très gras
75767320333,"perry's ice cream, escapes, ice cream, nutty pistachios",D,Très sucré,Très gras
75767320340,"perry's ice cream, escapes, ice cream, mexican chocolate",D,Très sucré,Très gras
75767320425,"perry's ice cream, escapes, ice cream, piece of cake",D,Très sucré,Très gras
75767320449,"perry's ice cream, escapes, ice cream, french toast",D,Très sucré,peu gras
75767320494,escapes ice cream,D,Très sucré,Très gras
75767320630,"perry's ice cream, ice cream, banana cream pie",D,Très sucré,peu gras
75767320791,escapes ice cream,D,Très sucré,Très gras
75767320814,white lightning ice cream,D,Très sucré,Très gras
75767320838,escapes ice cream,D,Très sucré,Très gras
75767320876,escapes ice cream,D,Très sucré,Très gras
75767450016,french vanilla ice cream,D,Très sucré,Très gras
75767450061,almond amaretto ice cream,D,Très sucré,Très gras
75767450085,ice cream,D,Très sucré,Très gras
75767450092,queen of hearts ice cream,D,Très sucré,Très gras
75767450139,escapes ice cream,D,Très sucré,Très gras
75767450146,"perry's ice cream, escapes, ice cream, fireball",D,Très sucré,Très gras
75767450160,"perry's ice cream, escapes, ice cream, peanut butter cookie",D,Très sucré,Très gras
75767450177,escapes movie time ice cream,D,Très sucré,Très gras
75767450184,"perry's ice cream, premium ice cream, chocolate stout",D,Très sucré,Très gras
75767450238,"perry's ice cream, premium ice cream, lemon chillo",D,Très sucré,Très gras
75767450269,sea treasure premium ice cream,D,Très sucré,Très gras
75767560166,party ice cream sandwich,D,Très sucré,peu gras
75767600107,"perry's ice cream, premium ice cream, super hero",D,Très sucré,Très gras
75767600442,premium ice cream,D,Très sucré,peu gras
75767600985,premium ice cream,D,Très sucré,Très gras
75767608936,"perry's ice cream, premium ice cream, cinnamon stick",D,Très sucré,Très gras
75767608943,"perry's ice cream, premium ice cream, gingerbread cookie",D,Très sucré,Très gras
75767608950,"perry's ice cream, premium ice cream, key lime pie",D,Très sucré,Très gras
75767610069,ice cream,D,Très sucré,peu gras
75856001075,"bars, artificially flavored vanilla light* ice cream in a milk chocolate flavored coating, original",E,Très sucré,Très gras
75856001105,"bars, artificially flavored vanilla light* ice cream in a milk chocolate flavored coating, original",E,Très sucré,Très gras
75856001204,"krunch, bars, artificially flavored vanilla light ice cream in a milk chocolate flavored coating with crispy rice, krunch",E,Très sucré,Très gras
75856001303,"bars, chocolate light* ice cream with milk chocolate flavored coating, double chocolate",D,Très sucré,Très gras
75856001600,"bars, artificially flavored caramel light* ice cream with a caramel swirl in a milk chocolate flavored coating with pretzel pieces, caramel pretzel",E,Très sucré,Très gras
75856001709,"bars, artificially flavored vanilla light ice cream in a dark chocolate flavored coating, dark chocolate",D,Très sucré,Très gras
75856011135,heath flavored light* ice cream in a milk chocolate flavored coating and heath toffee pieces. artificial flavor added.,E,Très sucré,Très gras
75856011203,"no sugar added, vanilla, bars, artificially flavored vanilla no sugar added light* ice cream in a milk chocolate flavored coating, vanilla",D,peu sucré,Très gras
75856011395,"bars, artificially flavored vanilla light* ice cream in a milk chocolate flavored coating, original",E,Très sucré,Très gras
75856011470,"bars, artificially flavored vanilla light* ice cream in a milk chocolate flavored coating, original",D,Très sucré,Très gras
75856011500,"heath, bars, heath flavored light* ice cream in a milk chocolate flavored coating and heath toffee pieces. artificial flavor added.",E,Très sucré,Très gras
75856012217,"no sugar added, krunch, bars, artificially flavored vanilla no sugar added light* ice cream in a milk chocolate flavored coating and crispy rice pieces, krunch",D,peu sucré,Très gras
75856012422,"snack size, bars, naturally and artificially flavored vanilla reduced fat* ice cream in a milk chocolate flavored coating, original",E,Très sucré,Très gras
75856016116,"bars, naturally and artificially flavored strawberry, vanilla and chocolate reduced fat ice cream with milk chocolate flavored coating, neapolitan",E,Très sucré,Très gras
75856024098,"oreo, bars, artificially flavored vanilla reduced fat* ice cream with oreo cookie pieces in a milk chocolate flavored coating with oreo basecake crumbs. artificial flavor added., cookies & cream",E,Très sucré,Très gras
75856024159,"reese's, bars, reese's peanut butter light* ice cream with reese's peanut butter cup pieces in a milk chocolate flavored coating",E,Très sucré,Très gras
75856031140,"sandwiches, artificially flavored vanilla light* ice cream between two chocolate wafers, classic vanilla",D,Très sucré,peu gras
75856055399,"oreo, sandwiches, artificially flavored vanilla reduced fat* ice cream with oreo cookie pieces between two oreo wafers, oreo",D,Très sucré,peu gras
75856074055,"choco taco, artificially flavored vanilla light* ice cream with a chocolate flavored swirl in a sugar taco with milk chocolate flavored coating and peanuts",E,Très sucré,Très gras
75856078626,"mrs. fields, sandwiches, artificially flavored vanilla light* ice cream between two mrs. field's chocolate chip cookies, mrs. fields",D,Très sucré,Très gras
75856078701,"oreo, sandwiches, artificially flavored vanilla reduced fat* ice cream with oreo cookie pieces between two oreo wafers, oreo",D,Très sucré,Très gras
75856139013,"bars, mint flavored reduced fat* ice cream with semi-sweet chocolate chips and a dark chocolate flavored coating, mint chocolate chip",D,Très sucré,Très gras
75856139037,"bars, chocolate and marshmallow flavored light* ice cream in a milk chocolate flavored coating with almonds. artificial flavor added., rocky road",D,Très sucré,Très gras
75856347333,"kandy bars, bars, artificially flavored vanilla light* ice cream topped with caramel in a milk chocolate flavored coating with peanuts, caramel & peanuts",D,Très sucré,Très gras
75856347340,"kandy bars, bars, chocolate light* ice cream topped with chocolate fudge in a milk chocolate flavored coating with rice crispy pieces, triple chocolate krunch",D,Très sucré,Très gras
75856347357,"kandy bars, bars, artificially flavored vanilla light* ice cream with dark chocolate cookie crunch topped with chocolate fudge in a white chocolate flavored coating with dark chocolate cookie crunch, cookies & cream",E,Très sucré,Très gras
75856347364,"kandy bars, bars, artificially flavored vanilla light* ice cream topped with caramel in a milk chocolate flavored coating with peanuts, caramel & peanuts",E,Très sucré,Très gras
75856411522,"bars, mint flavored reduced fat* ice cream bar with semi-sweet chocolate chips and a dark chocolate flavored coating, mint chocolate chip",D,Très sucré,Très gras
75856455502,"kandy bars, bars, mint light* ice cream topped with chocolate fudge in a dark chocolate flavored coating with dark chocolate crunch pieces, mint fudge cookie",D,Très sucré,Très gras
75856456639,"bars, cookie dough flavored reduced fat* ice cream with a cookie dough swirl in a milk chocolate flavored coating, cookie dough swirl",E,Très sucré,Très gras
75856488449,"bars, artificially flavored vanilla light* ice cream in a milk chocolate flavored coating, original",E,Très sucré,Très gras
75856566888,"bars, naturally and artificially flavored marshmallow light* ice cream with a graham cracker swirl coated in milk chocolate flavored coating, s'mores",E,Très sucré,Très gras
75856612967,"bars, artificially flavored toffee light* ice cream in a milk chocolate flavored coating with toffee pieces, english toffee",D,Très sucré,Très gras
76197002004,"country fresh, ice cream bars",D,Très sucré,Très gras
76197002318,mini ice cream sandwiches,D,Très sucré,peu gras
76197003087,"country fresh, ice cream sandwiches, vanilla, chocolate",D,Très sucré,peu gras
76197003117,low-fat ice cream sandwiches,C,Très sucré,peu gras
76197003476,"chocolate ice cream in a chocolate cone with a fudge center, chocolate flavored coating & chocolate crunch topping",D,Très sucré,Très gras
76197003575,ice cream cake roll,D,Très sucré,peu gras
76197003599,"country fresh, christmas trees low fat ice cream treats with sprinkles",C,Très sucré,peu gras
76197003605,"country fresh, lowfat ice cream treats, holiday snowman",C,Très sucré,peu gras
76197003612,"sundae nut cones, vanilla flavored ice cream cone with chocolate flavored coating & peanuts",D,Très sucré,Très gras
76197003681,"country fresh, nutty buddy super scoops ice cream cones, vanilla",D,Très sucré,Très gras
76197003698,nutty buddy superscoops ice cream,D,Très sucré,Très gras
76197003742,ice cream sandwiches,D,Très sucré,peu gras
76197003759,ice cream sandwiches,D,Très sucré,peu gras
76197003766,ice cream sandwiches,D,Très sucré,Très gras
76197071031,ice cream sandwhiches,D,Très sucré,peu gras
76310080049,ice cream,D,Très sucré,peu gras
76310080094,ice cream,C,Très sucré,peu gras
76310080124,ice cream,D,Très sucré,peu gras
76310080162,ice cream,D,Très sucré,Très gras
76310080223,ice cream,D,Très sucré,Très gras
76310080278,ice cream,D,Très sucré,Très gras
76310440003,"ice cream, vanilla",C,Très sucré,peu gras
76310440010,"ice cream, butter pecan",D,Très sucré,Très gras
76310440027,"ice cream, chocolate chip",D,Très sucré,Très gras
76310440034,"ice cream, cookies 'n cream",D,Très sucré,Très gras
76310440041,"ice cream, dutch chocolate almond",D,Très sucré,Très gras
76310440058,"ice cream, black raspberry",D,Très sucré,peu gras
76310440065,"ice cream, natural strawberry",D,Très sucré,peu gras
76310440072,"ice cream, chocolate",C,Très sucré,peu gras
76310440119,"ice cream, cherry cordial",D,Très sucré,Très gras
76310440140,"ice cream, mint chocolate chip",D,Très sucré,Très gras
76310440164,"ice cream, natural vanilla bean",D,Très sucré,Très gras
76310440188,"ice cream, peanut butter 'n chip",D,Très sucré,Très gras
76310440201,"ice cream, chocolate chip cookie dough",D,Très sucré,Très gras
76310440249,"ice cream, french vanilla",D,Très sucré,Très gras
76310440294,"ice cream, caramel cone",D,Très sucré,Très gras
76310440317,"caramel ice cream, roasted pecans, fudge and caramel swirls, turtle sundae",D,Très sucré,Très gras
76310440546,"ice cream, gourmet, vanilla, chocolate",D,Très sucré,Très gras
76310440553,"ice cream, chocolate caramel fusion",D,Très sucré,peu gras
76310440560,"ice cream, caramel candy bar sundae",D,Très sucré,Très gras
76310440805,"ice cream, coconut almond chip",D,Très sucré,Très gras
76310440829,"ice cream, mint cookies n cream",D,Très sucré,Très gras
76310440843,"ice cream, praline pecan pie",D,Très sucré,Très gras
76310440850,"ice cream, peanut butter cookies n cream",D,Très sucré,Très gras
76310440867,"ice cream, peaches & peaches",D,Très sucré,peu gras
76310440874,"ice cream, peppermint stick",D,Très sucré,peu gras
76310440881,"ice cream, pumpkin pie",D,Très sucré,peu gras
76310440898,"ice cream, santa's cookies",D,Très sucré,Très gras
76310440904,"pure white madagascar vanilla ice cream, zebra stripes",D,Très sucré,peu gras
76310440928,"ice cream, sea salt caramel",D,Très sucré,Très gras
76310440935,"chocolate ice cream with brownie bits and a rich fudge swirl, serious chocolate",D,Très sucré,Très gras
76310440942,"ice cream, reds grand slam",D,Très sucré,Très gras
76310445008,light ice cream,C,peu sucré,peu gras
76310448214,classic ice cream,D,Très sucré,peu gras
76310448917,classic ice cream,D,Très sucré,Très gras
76310664188,ice cream,D,Très sucré,Très gras
76310665192,classic ice cream,D,Très sucré,Très gras
76310670004,ice cream,D,Très sucré,Très gras
76310670011,"ice cream, dipped in milk chocolate",D,Très sucré,Très gras
76310670028,ice cream bar,D,Très sucré,Très gras
76310670035,ice cream,D,Très sucré,Très gras
76820199125,"chubby hubby, vanilla malt ice cream with fudge & peanut buttery swirls",D,Très sucré,Très gras
76820499072,"ice cream, vanilla caramel fudge",D,Très sucré,Très gras
76824102220,"ice cream, butterscotch vanilla",D,Très sucré,Très gras
76824103012,"ice cream, butter pecan",D,Très sucré,Très gras
76824103081,"ice cream, chocolate",D,Très sucré,Très gras
76824106334,"preston steves ice cream, guatemalan ripple",D,Très sucré,Très gras
76824113097,"ice cream, mini chocolate chip",D,Très sucré,Très gras
76824117019,"ice cream, peanut butter swirl",D,Très sucré,Très gras
76824117859,"ice cream, raspberry truffle",E,Très sucré,Très gras
76824122013,"ice cream, vanilla",D,Très sucré,Très gras
76840036745,"ice cream, cake my day",D,Très sucré,Très gras
76840074037,"ice cream, pumpkin cheesecake",D,Très sucré,Très gras
76840076574,"ice cream, milk & cookies",D,Très sucré,Très gras
76840081325,"ice cream, boston cream pie",D,Très sucré,Très gras
76840100040,"ice cream, mint chocolate cookie",D,Très sucré,Très gras
76840100071,"ice cream, vanilla toffee bar crunch",D,Très sucré,Très gras
76840100118,"ice cream, coffee toffee bar crunch",D,Très sucré,Très gras
76840100125,"ice cream, chubby hubby",D,Très sucré,Très gras
76840100149,"ice cream, new york super fudge chunk",D,Très sucré,Très gras
76840100156,"ice cream, cherry garcia",D,Très sucré,Très gras
76840100354,"ice cream, chunky monkey",D,Très sucré,Très gras
76840100477,"ice cream, chocolate fudge brownie",D,Très sucré,Très gras
